CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vols qualifiés,2017-10-31,soir,48.0,301755.542,5049999.053,-73.539019,45.589891
Introduction,2015-09-07,nuit,42.0,297731.438,5051484.5,-73.590614,45.603228
Vol de véhicule à moteur,2015-09-07,nuit,42.0,297731.438,5051484.5,-73.590614,45.603228
Vol de véhicule à moteur,2015-09-07,nuit,42.0,297731.438,5051484.5,-73.590614,45.603228
Introduction,2015-09-07,soir,44.0,300488.849,5045339.075,-73.555212,45.547952
Introduction,2015-10-08,jour,38.0,298049.066,5042327.504,-73.586416,45.520833
Introduction,2015-10-08,soir,44.0,300235.686,5045447.612,-73.558455,45.548927
Vol dans / sur véhicule à moteur,2015-10-09,nuit,21.0,299479.518,5041331.073,-73.568094,45.511879
Vol dans / sur véhicule à moteur,2015-10-10,nuit,21.0,299597.218,5041326.073,-73.566588,45.511835
Introduction,2015-10-10,soir,23.0,301244.997,5045014.664,-73.545526,45.545037
Méfait,2015-10-11,nuit,38.0,297820.809,5042397.078,-73.589339,45.521457
Vol dans / sur véhicule à moteur,2015-05-07,nuit,38.0,298416.909,5042014.077,-73.581703,45.518016
Vol de véhicule à moteur,2015-05-07,nuit,31.0,295251.425,5044053.409,-73.622261,45.536331
Vols qualifiés,2015-05-07,jour,13.0,295981.606,5031850.482,-73.612693,45.426533
Vols qualifiés,2015-05-07,soir,31.0,293985.873,5044566.996,-73.638476,45.540934
Vol dans / sur véhicule à moteur,2015-05-09,jour,38.0,299126.715,5041557.074,-73.572612,45.51391
Vol de véhicule à moteur,2015-05-09,jour,42.0,297453.594,5051659.0,-73.594178,45.604795
Vol dans / sur véhicule à moteur,2016-08-25,jour,42.0,297914.93,5048385.753,-73.588218,45.575346
Introduction,2016-08-25,jour,27.0,292527.365,5045154.431,-73.657168,45.546196
Introduction,2016-08-25,soir,38.0,298169.108,5042249.078,-73.584878,45.520129
Introduction,2016-08-26,soir,27.0,291630.678,5045538.775,-73.668661,45.549638
Méfait,2016-08-27,jour,44.0,300235.686,5045447.612,-73.558455,45.548927
Vol dans / sur véhicule à moteur,2016-08-27,soir,46.0,301303.689,5051363.602,-73.544819,45.602167
Vols qualifiés,2016-08-28,nuit,21.0,299479.518,5041331.073,-73.568094,45.511879
Introduction,2016-08-28,soir,21.0,300596.274,5040627.699,-73.553796,45.505558
Introduction,2016-08-29,nuit,42.0,298020.688,5051306.5,-73.586904,45.601629
Introduction,2016-08-29,jour,35.0,295747.308,5043653.075,-73.615904,45.532735
Vol dans / sur véhicule à moteur,2016-08-29,soir,46.0,301236.21,5051379.009,-73.545685,45.602305
Vol dans / sur véhicule à moteur,2016-08-30,soir,38.0,298708.411,5041826.076,-73.57797,45.516327
Vol de véhicule à moteur,2016-08-31,nuit,27.0,293572.126,5044719.838,-73.643778,45.542303
Introduction,2016-08-31,jour,7.0,289108.519,5040761.858,-73.70081,45.506601
Vol de véhicule à moteur,2016-08-31,jour,27.0,292803.134,5045756.102,-73.653651,45.551614
Introduction,2016-08-31,soir,26.0,296181.38,5039538.175,-73.610274,45.495713
Introduction,2016-09-28,jour,21.0,300544.35,5040653.311,-73.55446,45.505788
Vols qualifiés,2016-09-28,jour,21.0,299813.122,5041107.572,-73.563823,45.509871
Introduction,2016-09-28,soir,31.0,295251.425,5044053.409,-73.622261,45.536331
Vol dans / sur véhicule à moteur,2016-09-28,soir,38.0,298233.909,5042129.577,-73.584047,45.519054
Introduction,2016-09-29,jour,38.0,298416.909,5042014.077,-73.581703,45.518016
Méfait,2016-09-29,soir,23.0,300784.987,5045213.113,-73.551418,45.54682
Vol dans / sur véhicule à moteur,2016-09-29,soir,23.0,300784.987,5045213.113,-73.551418,45.54682
Méfait,2016-09-30,jour,21.0,300482.487,5040624.834,-73.555252,45.505531
Vol dans / sur véhicule à moteur,2018-11-19,jour,42.0,296059.906,5049256.5,-73.612002,45.583161
Introduction,2018-12-27,nuit,42.0,296059.906,5049256.5,-73.612002,45.583161
Vol de véhicule à moteur,2018-12-20,jour,8.0,290959.719,5033906.5,-73.676926,45.444953
Vol de véhicule à moteur,2018-07-11,jour,11.0,294220.796,5035754.488,-73.635278,45.461639
Méfait,2018-12-08,soir,20.0,299149.609,5039867.27,-73.5723,45.498705
Méfait,2018-05-21,jour,42.0,296353.188,5049967.0,-73.608256,45.589557
Méfait,2018-02-22,soir,42.0,296353.188,5049967.0,-73.608256,45.589557
Vol dans / sur véhicule à moteur,2016-10-01,nuit,27.0,292317.139,5045241.256,-73.659862,45.546973
Introduction,2016-10-03,jour,23.0,301769.779,5044788.961,-73.538804,45.543008
Méfait,2016-10-04,nuit,27.0,292317.139,5045241.256,-73.659862,45.546973
Méfait,2016-10-04,jour,27.0,292317.139,5045241.256,-73.659862,45.546973
Introduction,2016-10-05,jour,38.0,299392.216,5041459.574,-73.569213,45.513035
Introduction,2016-10-06,soir,35.0,296101.507,5043621.077,-73.611369,45.532452
Vol dans / sur véhicule à moteur,2018-09-12,soir,27.0,293431.918,5048134.051,-73.645653,45.573022
Vol dans / sur véhicule à moteur,2018-11-13,jour,30.0,297223.682,5046711.532,-73.597049,45.560274
Vol dans / sur véhicule à moteur,2018-05-20,soir,30.0,297223.682,5046711.532,-73.597049,45.560274
Introduction,2018-10-01,jour,10.0,288441.161,5044120.999,-73.709462,45.536812
Vol dans / sur véhicule à moteur,2018-07-23,nuit,42.0,295908.969,5049945.0,-73.613949,45.589354
Méfait,2018-04-03,soir,30.0,296810.337,5046973.291,-73.602348,45.562625
Vol de véhicule à moteur,2015-08-06,nuit,27.0,291447.746,5045619.992,-73.671006,45.550365
Méfait,2015-08-06,jour,15.0,299752.788,5037323.048,-73.564556,45.475815
Méfait,2015-08-06,jour,38.0,298169.108,5042249.078,-73.584878,45.520129
Introduction,2015-04-09,soir,31.0,294299.929,5044449.493,-73.634452,45.539881
Méfait,2015-04-10,jour,31.0,294325.005,5044512.063,-73.634133,45.540445
Méfait,2016-10-08,nuit,27.0,293632.281,5044694.483,-73.643007,45.542075
Vols qualifiés,2016-10-11,soir,31.0,293985.873,5044566.996,-73.638476,45.540934
Méfait,2016-10-11,jour,15.0,299916.729,5037572.793,-73.562461,45.478064
Méfait,2016-11-20,soir,15.0,299916.729,5037572.793,-73.562461,45.478064
Introduction,2016-11-21,nuit,21.0,299583.019,5041262.573,-73.566769,45.511264
Introduction,2016-11-21,jour,31.0,295279.006,5044118.071,-73.621909,45.536913
Vol dans / sur véhicule à moteur,2018-11-20,soir,30.0,296810.337,5046973.291,-73.602348,45.562625
Vol de véhicule à moteur,2018-10-19,soir,30.0,296810.337,5046973.291,-73.602348,45.562625
Introduction,2018-03-12,soir,30.0,296810.337,5046973.291,-73.602348,45.562625
Vol dans / sur véhicule à moteur,2018-11-18,jour,30.0,296810.337,5046973.291,-73.602348,45.562625
Introduction,2018-03-12,soir,30.0,296810.337,5046973.291,-73.602348,45.562625
Introduction,2017-07-08,nuit,39.0,295293.737,5054154.659,-73.621916,45.627225
Introduction,2017-07-11,jour,45.0,296830.732,5055588.316,-73.602228,45.640145
Introduction,2017-07-18,jour,39.0,293469.329,5050731.298,-73.645234,45.596394
Vol dans / sur véhicule à moteur,2018-08-22,nuit,44.0,299029.476,5047095.521,-73.573922,45.563746
Méfait,2018-03-25,jour,39.0,295537.875,5051608.0,-73.618736,45.604313
Vol de véhicule à moteur,2018-05-05,nuit,39.0,295537.875,5051608.0,-73.618736,45.604313
Introduction,2018-02-14,soir,39.0,295537.875,5051608.0,-73.618736,45.604313
Introduction,2018-12-02,soir,39.0,295537.875,5051608.0,-73.618736,45.604313
Méfait,2018-10-13,soir,44.0,298329.476,5046198.965,-73.582878,45.555673
Vol dans / sur véhicule à moteur,2018-11-08,jour,44.0,298440.866,5047357.374,-73.581466,45.566098
Introduction,2018-05-27,jour,44.0,298440.866,5047357.374,-73.581466,45.566098
Vol dans / sur véhicule à moteur,2018-10-12,soir,13.0,291928.856,5032408.195,-73.664498,45.431489
Vol de véhicule à moteur,2018-01-10,nuit,30.0,296549.89,5047136.661,-73.605687,45.564092
Vol dans / sur véhicule à moteur,2017-07-20,soir,15.0,298313.975,5037925.041,-73.582967,45.481221
Vol de véhicule à moteur,2017-07-31,nuit,8.0,287869.25,5033210.0,-73.716409,45.438617
Vol dans / sur véhicule à moteur,2018-11-13,jour,30.0,296549.89,5047136.661,-73.605687,45.564092
Méfait,2017-11-10,jour,7.0,291614.375,5041105.0,-73.668751,45.509741
Introduction,2017-11-10,jour,31.0,295610.654,5045341.884,-73.617686,45.54793
Introduction,2017-11-11,jour,38.0,298475.996,5043501.09,-73.580966,45.531398
Vol dans / sur véhicule à moteur,2017-11-11,jour,27.0,292561.203,5044704.045,-73.656723,45.542143
Introduction,2017-11-12,soir,10.0,292223.008,5043782.802,-73.66103,45.533848
Introduction,2017-11-12,soir,22.0,300377.805,5042260.085,-73.556606,45.520245
Vol dans / sur véhicule à moteur,2018-07-07,soir,30.0,296549.89,5047136.661,-73.605687,45.564092
Méfait,2018-05-26,jour,30.0,296549.89,5047136.661,-73.605687,45.564092
Vol dans / sur véhicule à moteur,2018-05-27,soir,11.0,293670.089,5036543.903,-73.642338,45.468734
Vol dans / sur véhicule à moteur,2018-07-27,jour,11.0,293670.089,5036543.903,-73.642338,45.468734
Méfait,2018-04-08,soir,11.0,293670.089,5036543.903,-73.642338,45.468734
Vol dans / sur véhicule à moteur,2018-07-17,soir,11.0,293670.089,5036543.903,-73.642338,45.468734
Introduction,2017-06-12,nuit,27.0,293092.35,5046391.167,-73.649962,45.557334
Vol de véhicule à moteur,2017-06-12,nuit,27.0,293092.35,5046391.167,-73.649962,45.557334
Introduction,2017-06-13,jour,27.0,292420.335,5046585.215,-73.658574,45.559068
Introduction,2017-06-13,soir,48.0,302329.605,5050617.596,-73.531664,45.595459
Méfait,2017-06-26,soir,26.0,294768.792,5040955.671,-73.628377,45.508449
Introduction,2017-06-27,jour,7.0,290545.106,5042005.963,-73.682461,45.517827
Méfait,2017-06-28,jour,16.0,301461.006,5036531.169,-73.542702,45.4687
Vol dans / sur véhicule à moteur,2017-06-26,soir,15.0,297740.81,5035645.45,-73.590266,45.460702
Méfait,2017-06-28,soir,16.0,301461.006,5036531.169,-73.542702,45.4687
Vol dans / sur véhicule à moteur,2017-06-27,jour,15.0,297740.81,5035645.45,-73.590266,45.460702
Introduction,2017-06-29,nuit,27.0,292450.586,5046659.936,-73.658189,45.559741
Introduction,2017-06-29,soir,35.0,296481.823,5044799.036,-73.606519,45.543056
Introduction,2017-07-05,jour,27.0,292827.7,5047597.269,-73.653381,45.568182
Introduction,2017-11-13,soir,26.0,295498.868,5040512.476,-73.619025,45.504472
Vol dans / sur véhicule à moteur,2017-11-13,soir,39.0,294972.625,5050492.5,-73.62596,45.594268
Introduction,2017-11-14,jour,27.0,292561.203,5044704.045,-73.656723,45.542143
Méfait,2017-11-13,soir,22.0,300599.802,5042594.589,-73.553767,45.523257
Vol dans / sur véhicule à moteur,2017-11-14,jour,27.0,292715.6,5045077.546,-73.654755,45.545507
Introduction,2017-11-15,nuit,12.0,298266.06,5038914.047,-73.583593,45.49012
Introduction,2017-11-15,nuit,21.0,300166.671,5041928.882,-73.559306,45.517264
Vol de véhicule à moteur,2017-11-16,jour,46.0,301064.625,5052835.0,-73.547895,45.615406
Méfait,2017-11-16,jour,21.0,300194.517,5041972.664,-73.55895,45.517658
Méfait,2018-05-29,jour,11.0,293670.089,5036543.903,-73.642338,45.468734
Vol dans / sur véhicule à moteur,2018-12-23,jour,11.0,293670.089,5036543.903,-73.642338,45.468734
Méfait,2018-04-09,jour,42.0,296037.656,5050143.5,-73.612303,45.591142
Méfait,2018-09-28,jour,8.0,291037.844,5033575.5,-73.675918,45.441976
Vol dans / sur véhicule à moteur,2018-04-27,jour,8.0,291037.844,5033575.5,-73.675918,45.441976
Vol dans / sur véhicule à moteur,2018-07-30,jour,48.0,301918.824,5052419.655,-73.53694,45.611672
Vol de véhicule à moteur,2018-03-08,jour,10.0,289103.04,5044266.457,-73.700992,45.538137
Introduction,2018-10-07,jour,10.0,288669.325,5044651.975,-73.706558,45.541596
Introduction,2018-06-26,jour,7.0,290883.719,5040805.5,-73.678093,45.507031
Introduction,2017-07-06,soir,20.0,298840.723,5041101.569,-73.576267,45.509809
Introduction,2017-07-07,nuit,39.0,296125.0,5052791.5,-73.611231,45.61497
Vols qualifiés,2017-07-07,soir,21.0,300117.94,5041852.266,-73.559929,45.516574
Introduction,2017-07-08,jour,22.0,300289.907,5042125.584,-73.55773,45.519034
Introduction,2017-07-10,nuit,39.0,296391.156,5052435.5,-73.607812,45.61177
Introduction,2018-02-09,jour,10.0,289272.085,5043367.593,-73.698799,45.530052
Méfait,2018-11-08,jour,42.0,297247.0,5048701.5,-73.596781,45.57818
Vol dans / sur véhicule à moteur,2018-12-31,soir,20.0,298778.45,5039548.054,-73.577045,45.495829
Méfait,2018-09-07,jour,20.0,298778.45,5039548.054,-73.577045,45.495829
Vol dans / sur véhicule à moteur,2018-12-23,jour,20.0,298778.45,5039548.054,-73.577045,45.495829
Vol dans / sur véhicule à moteur,2018-02-02,soir,20.0,298778.45,5039548.054,-73.577045,45.495829
Vol dans / sur véhicule à moteur,2018-11-22,soir,20.0,298778.45,5039548.054,-73.577045,45.495829
Vol dans / sur véhicule à moteur,2018-03-27,nuit,20.0,298778.45,5039548.054,-73.577045,45.495829
Vol dans / sur véhicule à moteur,2018-01-27,soir,20.0,298778.45,5039548.054,-73.577045,45.495829
Méfait,2018-05-28,jour,20.0,298778.45,5039548.054,-73.577045,45.495829
Introduction,2018-07-31,jour,20.0,298778.45,5039548.054,-73.577045,45.495829
Vols qualifiés,2018-03-21,nuit,42.0,297422.156,5048977.0,-73.594541,45.580661
Vol dans / sur véhicule à moteur,2017-12-07,jour,23.0,301031.578,5045844.193,-73.548265,45.5525
Introduction,2018-02-17,nuit,35.0,297251.292,5044809.486,-73.596666,45.543159
Méfait,2018-08-15,soir,35.0,297251.292,5044809.486,-73.596666,45.543159
Méfait,2018-06-25,jour,35.0,297251.292,5044809.486,-73.596666,45.543159
Méfait,2018-07-10,soir,35.0,297251.292,5044809.486,-73.596666,45.543159
Vol dans / sur véhicule à moteur,2018-05-01,jour,35.0,297251.292,5044809.486,-73.596666,45.543159
Introduction,2018-08-17,nuit,27.0,292787.866,5046795.19,-73.653872,45.560964
Méfait,2018-06-22,jour,27.0,292787.866,5046795.19,-73.653872,45.560964
Vol dans / sur véhicule à moteur,2018-05-10,soir,10.0,289470.065,5044011.049,-73.696284,45.535847
Méfait,2018-11-02,jour,35.0,297792.58,5044452.815,-73.589729,45.539955
Vol dans / sur véhicule à moteur,2018-09-02,soir,35.0,297792.58,5044452.815,-73.589729,45.539955
Introduction,2018-03-15,jour,35.0,297792.58,5044452.815,-73.589729,45.539955
Vol dans / sur véhicule à moteur,2018-05-13,jour,35.0,297792.58,5044452.815,-73.589729,45.539955
Vol dans / sur véhicule à moteur,2018-03-29,nuit,20.0,299506.231,5040608.066,-73.567745,45.505374
Méfait,2018-03-04,jour,20.0,299506.231,5040608.066,-73.567745,45.505374
Vol dans / sur véhicule à moteur,2018-11-14,soir,20.0,299506.231,5040608.066,-73.567745,45.505374
Introduction,2018-05-27,jour,20.0,299506.231,5040608.066,-73.567745,45.505374
Méfait,2018-07-05,jour,20.0,299506.231,5040608.066,-73.567745,45.505374
Vol de véhicule à moteur,2018-11-03,jour,20.0,299506.231,5040608.066,-73.567745,45.505374
Vol dans / sur véhicule à moteur,2018-03-23,soir,20.0,299506.231,5040608.066,-73.567745,45.505374
Introduction,2018-05-25,jour,20.0,299506.231,5040608.066,-73.567745,45.505374
Vol dans / sur véhicule à moteur,2018-04-04,jour,21.0,300445.312,5040530.395,-73.555727,45.504681
Introduction,2018-12-11,nuit,35.0,297713.498,5044504.478,-73.590743,45.540419
Vol de véhicule à moteur,2018-08-21,jour,38.0,298447.593,5044017.093,-73.581336,45.536041
Introduction,2018-08-22,jour,38.0,298411.992,5044040.592,-73.581793,45.536252
Vol dans / sur véhicule à moteur,2018-05-14,soir,42.0,298226.344,5048614.5,-73.584231,45.577408
Vol de véhicule à moteur,2018-01-02,jour,42.0,298226.344,5048614.5,-73.584231,45.577408
Méfait,2018-05-28,jour,42.0,298226.344,5048614.5,-73.584231,45.577408
Introduction,2018-11-15,jour,38.0,299118.393,5043574.594,-73.572742,45.532065
Introduction,2018-06-01,jour,38.0,299118.393,5043574.594,-73.572742,45.532065
Introduction,2018-10-24,jour,38.0,299806.745,5043116.247,-73.563925,45.527945
Vol dans / sur véhicule à moteur,2018-10-30,jour,38.0,299806.745,5043116.247,-73.563925,45.527945
Introduction,2018-06-06,jour,38.0,299806.745,5043116.247,-73.563925,45.527945
Vol de véhicule à moteur,2018-10-01,nuit,38.0,299806.745,5043116.247,-73.563925,45.527945
Introduction,2018-09-05,soir,38.0,299806.745,5043116.247,-73.563925,45.527945
Méfait,2018-08-17,jour,38.0,299806.745,5043116.247,-73.563925,45.527945
Vols qualifiés,2018-10-03,jour,21.0,300489.442,5040512.994,-73.555162,45.504525
Introduction,2018-11-05,jour,21.0,300489.442,5040512.994,-73.555162,45.504525
Vol dans / sur véhicule à moteur,2018-05-15,nuit,21.0,300373.562,5040557.725,-73.556645,45.504927
Vol dans / sur véhicule à moteur,2018-12-17,jour,44.0,298852.17,5047412.078,-73.576198,45.566593
Vol de véhicule à moteur,2018-10-25,jour,35.0,297518.7,5044634.347,-73.593239,45.541586
Vol dans / sur véhicule à moteur,2018-01-26,jour,35.0,297518.7,5044634.347,-73.593239,45.541586
Introduction,2018-08-16,nuit,35.0,297518.7,5044634.347,-73.593239,45.541586
Méfait,2018-08-16,jour,31.0,295729.167,5045791.42,-73.616176,45.551976
Vol dans / sur véhicule à moteur,2018-08-03,jour,31.0,295729.167,5045791.42,-73.616176,45.551976
Méfait,2018-07-20,soir,31.0,295729.167,5045791.42,-73.616176,45.551976
Introduction,2018-04-10,jour,31.0,295729.167,5045791.42,-73.616176,45.551976
Vol dans / sur véhicule à moteur,2018-10-23,jour,9.0,293144.625,5034688.5,-73.649014,45.45203
Vol de véhicule à moteur,2018-12-16,jour,22.0,299962.297,5043016.592,-73.561932,45.52705
Introduction,2018-05-25,nuit,8.0,291546.594,5033574.0,-73.669415,45.441972
Méfait,2018-02-15,soir,8.0,291546.594,5033574.0,-73.669415,45.441972
Vols qualifiés,2017-07-10,nuit,21.0,300149.764,5041903.012,-73.559522,45.517031
Méfait,2017-07-10,jour,27.0,293035.062,5047986.116,-73.650734,45.571685
Vol de véhicule à moteur,2017-07-11,jour,27.0,293092.35,5046391.167,-73.649962,45.557334
Introduction,2017-07-18,nuit,39.0,296125.0,5052791.5,-73.611231,45.61497
Vol de véhicule à moteur,2017-07-18,jour,27.0,292998.899,5047926.265,-73.651196,45.571146
Méfait,2017-07-18,jour,15.0,298042.337,5037496.564,-73.586436,45.477362
Introduction,2017-07-18,jour,39.0,293808.438,5049462.5,-73.640859,45.584982
Vol de véhicule à moteur,2017-07-20,jour,11.0,295578.449,5037165.042,-73.617944,45.474351
Vol dans / sur véhicule à moteur,2018-02-23,jour,10.0,289116.315,5043195.715,-73.700788,45.528502
Introduction,2018-09-16,soir,8.0,287699.156,5033243.0,-73.718584,45.43891
Vol dans / sur véhicule à moteur,2018-02-18,jour,27.0,294052.74,5045559.014,-73.637642,45.549861
Vol de véhicule à moteur,2015-10-14,jour,12.0,296208.497,5038005.051,-73.609901,45.481918
Méfait,2015-09-21,soir,12.0,296208.497,5038005.051,-73.609901,45.481918
Méfait,2016-08-06,jour,39.0,295218.25,5051909.5,-73.62284,45.607022
Méfait,2016-08-16,jour,39.0,295218.25,5051909.5,-73.62284,45.607022
Introduction,2016-05-20,jour,39.0,295218.25,5051909.5,-73.62284,45.607022
Introduction,2015-02-19,nuit,39.0,295477.469,5050858.5,-73.619496,45.597568
Vol de véhicule à moteur,2015-06-29,jour,39.0,295477.469,5050858.5,-73.619496,45.597568
Vol dans / sur véhicule à moteur,2018-05-12,soir,20.0,298642.56,5039642.674,-73.578785,45.49668
Méfait,2018-11-02,jour,30.0,296676.699,5047782.194,-73.604074,45.569902
Vol de véhicule à moteur,2017-08-28,jour,39.0,295477.469,5050858.5,-73.619496,45.597568
Vol de véhicule à moteur,2016-12-19,jour,39.0,295477.469,5050858.5,-73.619496,45.597568
Vol de véhicule à moteur,2016-05-13,nuit,39.0,295477.469,5050858.5,-73.619496,45.597568
Vol de véhicule à moteur,2016-02-06,jour,39.0,295477.469,5050858.5,-73.619496,45.597568
Vol dans / sur véhicule à moteur,2018-09-27,jour,30.0,296676.699,5047782.194,-73.604074,45.569902
Vol de véhicule à moteur,2017-05-19,jour,46.0,301506.952,5051955.691,-73.542218,45.607496
Vol dans / sur véhicule à moteur,2018-06-27,jour,30.0,296830.553,5048024.561,-73.602106,45.572084
Méfait,2015-02-13,jour,23.0,301704.277,5045117.744,-73.539645,45.545967
Méfait,2015-04-04,jour,23.0,301704.277,5045117.744,-73.539645,45.545967
Introduction,2018-08-18,soir,38.0,299674.89,5043857.099,-73.56562,45.534611
Introduction,2017-01-03,soir,23.0,301704.277,5045117.744,-73.539645,45.545967
Vol de véhicule à moteur,2017-04-22,soir,23.0,301704.277,5045117.744,-73.539645,45.545967
